日付	国内合計	北海道	青森県	岩手県	宮城県	秋田県	山形県	福島県	茨城県	栃木県	群馬県	埼玉県	千葉県	東京都	神奈川県	新潟県	富山県	石川県	福井県	山梨県	長野県	岐阜県	静岡県	愛知県	三重県	滋賀県	京都府	大阪府	兵庫県	奈良県	和歌山県	鳥取県	島根県	岡山県	広島県	山口県	徳島県	香川県	愛媛県	高知県	福岡県	佐賀県	長崎県	熊本県	大分県	宮崎県	鹿児島県	沖縄県
2021/10/23	1.87846267248964	1.84761904761905	1.28410914927769	0	0.216825672159584	0.5175983436853	1.48423005565863	0.325027085590466	1.18881118881119	1.08583247156153	2.00823892893924	1.4421768707483	1.19827448474197	1.6449967674736	1.51119808654055	0.67476383265857	0.766283524904214	1.49384885764499	0.911458333333333	0.863131935881628	1.02489019033675	2.91897332662305	0.713501646542261	1.99947033898305	1.23526108927569	2.26308345120226	1.78087495160666	4.52945850834374	3.18331503841932	2.25563909774436	0.540540540540541	0.899280575539568	4.00593471810089	1.7989417989418	2.60342368045649	1.620029455081	0.137362637362637	0.523012552301255	2.24047796863331	3.29512893982808	1.48902821316614	3.92638036809816	2.5621703089676	1.37299771167048	3.70044052863436	0.186393289841566	1.06117353308365	8.05230557467309
2021/10/24	1.75402442794075	1.46666666666667	1.4446227929374	0	8.67302688638335E-02	0.5175983436853	1.2987012987013	0.216684723726977	1.04895104895105	0.982419855222337	2.3686920700309	1.27891156462585	1.23022847100176	1.47259535952877	1.29375951293759	0.67476383265857	0.478927203065134	1.49384885764499	1.04166666666667	0.863131935881628	1.07369448511469	2.81831907398088	0.658616904500549	1.93326271186441	1.40370578326783	2.26308345120226	1.66473093302362	4.0867294812124	3.5492133186974	2.33082706766917	0.540540540540541	0.899280575539568	1.92878338278932	1.58730158730159	2.2111269614836	1.69366715758468	0.137362637362637	0.523012552301255	2.01643017176998	3.00859598853868	1.391065830721	4.5398773006135	1.73323285606631	0.80091533180778	3.87665198237885	0.186393289841566	0.998751560549313	8.1899518238128
2021/10/25	1.72786861857697	1.46666666666667	1.4446227929374	0	0.173460537727667	0.5175983436853	1.11317254174397	0.216684723726977	0.979020979020979	0.982419855222337	2.47167868177137	1.12925170068027	1.19827448474197	1.43667839954026	1.30463144161774	0.719748088169141	0.478927203065134	1.40597539543058	1.04166666666667	0.863131935881628	1.12249877989263	2.7176648213387	0.548847420417124	1.90677966101695	1.51600224592925	2.47524752475248	2.05187766163376	4.1094335338858	3.69557263080864	2.25563909774436	0.648648648648649	0.719424460431655	1.92878338278932	1.58730158730159	2.24679029957204	1.47275405007364	0.137362637362637	0.523012552301255	2.09111277072442	2.00573065902579	1.23432601880878	4.04907975460123	1.58251695553881	0.68649885583524	3.87665198237885	0.186393289841566	0.998751560549313	7.5705437026841
2021/10/26	1.6692161975794	1.44761904761905	1.28410914927769	0	0.216825672159584	0.5175983436853	0.556586270871985	0.162513542795233	0.874125874125874	1.03412616339193	2.62615859938208	1.06122448979592	0.942642594663684	1.36484447956325	1.31550337029789	0.67476383265857	0.670498084291188	1.84534270650264	0.911458333333333	0.61652281134402	1.36652025378233	2.7176648213387	0.411635565312843	2.21133474576271	1.90903986524424	2.4045261669024	2.1680216802168	3.70076058576456	4.07976582510062	2.70676691729323	0.756756756756757	0.719424460431655	1.63204747774481	1.21693121693122	2.28245363766049	1.39911634756996	0.137362637362637	0.523012552301255	2.24047796863331	1.57593123209169	0.88166144200627	4.17177914110429	1.20572720422005	0.62929061784897	2.6431718061674	9.31966449207828E-02	1.18601747815231	6.3317274604267
2021/10/27	1.58599316778555	1.35238095238095	1.60513643659711	0	0.216825672159584	0.5175983436853	0.556586270871985	0.162513542795233	0.699300699300699	0.568769389865564	3.19258496395469	1.08843537414966	0.86275762901422	1.30737734358164	1.13068058273538	0.629779577147998	0.862068965517241	1.66959578207381	0.390625	0.493218249075216	1.12249877989263	2.56668344237544	0.246981339187706	2.14512711864407	1.68444693992139	2.61669024045262	1.8970189701897	3.74616869111136	3.9882912550311	2.33082706766917	0.540540540540541	0.719424460431655	1.63204747774481	1.37566137566138	1.96148359486448	1.17820324005891	0.137362637362637	0.523012552301255	2.76325616131441	1.57593123209169	0.842476489028213	3.80368098159509	0.828937452901281	0.62929061784897	2.20264317180617	0	0.436953807740325	6.19408121128699
2021/10/28	1.57727456466429	1.21904761904762	1.28410914927769	0	0.2601908065915	0.41407867494824	0.556586270871985	0.162513542795233	0.559440559440559	0.46535677352637	3.65602471678682	1.07482993197279	0.782872663364755	1.24991020760003	0.967601652533159	0.719748088169141	2.01149425287356	1.66959578207381	0.390625	0.61652281134402	1.17130307467057	2.46602918973327	0.164654226125137	2.19809322033898	1.40370578326783	2.54596888260255	2.01316298877274	3.93915313883528	3.93340651298939	2.40601503759398	0.648648648648649	0.719424460431655	2.9673590504451	1.53439153439153	1.8188302425107	1.47275405007364	0.274725274725275	0.418410041841004	2.98730395817774	1.00286532951289	0.842476489028213	3.43558282208589	0.979653353428787	0.5720823798627	2.20264317180617	0	0.374531835205992	5.50584996558844
2021/10/29	1.55825215785427	1.14285714285714	1.12359550561798	0	0.346921075455334	0.72463768115942	0.371057513914657	5.41711809317443E-02	0.48951048951049	0.517063081695967	3.81050463439753	1.06122448979592	0.830803642754434	1.23554342360463	0.978473581213307	0.719748088169141	2.39463601532567	1.40597539543058	0.260416666666667	0.61652281134402	1.12249877989263	2.61701056869653	0.21953896816685	1.97298728813559	1.45985401459854	2.19236209335219	1.78087495160666	3.98456124418209	3.87852177094768	2.63157894736842	0.432432432432432	0.359712230215827	4.74777448071217	1.95767195767196	1.67617689015692	1.98821796759941	0.274725274725275	0.313807531380753	3.06198655713219	0.859598853868195	0.999216300940439	2.57668711656442	1.05501130369254	0.51487414187643	1.05726872246696	0	0.31210986267166	4.95526496902959
2021/10/30	1.540022351328	0.990476190476191	0.882825040128411	0	0.390286209887251	0.72463768115942	0.371057513914657	5.41711809317443E-02	0.629370629370629	0.413650465356774	3.913491246138	1.02040816326531	0.894711615274005	1.15652611162991	0.880626223091977	0.67476383265857	2.68199233716475	1.84534270650264	0.260416666666667	0.493218249075216	0.976085895558809	2.76799194765979	0.274423710208562	1.95974576271186	1.45985401459854	2.19236209335219	1.66473093302362	3.82563287546827	3.64068788876692	2.70676691729323	0.432432432432432	1.07913669064748	4.89614243323442	2.27513227513227	1.92582025677603	2.20913107511046	0.137362637362637	0.209205020920502	3.06198655713219	1.43266475644699	1.17554858934169	1.84049079754601	1.20572720422005	0.45766590389016	0.881057268722467	0	0.249687890137328	4.95526496902959
2021/10/31	1.54319275246301	1.04761904761905	0.642054574638844	0	0.477016478751084	0.93167701863354	0.371057513914657	5.41711809317443E-02	0.594405594405594	0.46535677352637	3.60453141091658	1.08843537414966	0.814826649624541	1.16370950362761	0.891498151772124	0.629779577147998	2.77777777777778	1.84534270650264	0.78125	0.246609124537608	0.927281600780869	2.96930045294414	0.246981339187706	1.97298728813559	1.40370578326783	1.83875530410184	1.78087495160666	3.95050516517198	3.21990486644713	2.93233082706767	0.432432432432432	1.07913669064748	6.37982195845697	2.59259259259259	2.17546362339515	2.06185567010309	0.274725274725275	0.104602510460251	2.98730395817774	1.28939828080229	1.31269592476489	0.98159509202454	1.35644310474755	0.45766590389016	0.704845814977973	0	0.249687890137328	4.40467997247075
2021/11/1	1.48929593316794	1.06666666666667	0.7223113964687	0	0.390286209887251	0.93167701863354	0.371057513914657	5.41711809317443E-02	0.594405594405594	0.46535677352637	3.50154479917611	1.06122448979592	0.814826649624541	1.14215932763451	0.869754294411829	0.584795321637427	2.68199233716475	1.84534270650264	1.171875	0.246609124537608	0.829673011224988	2.91897332662305	0.246981339187706	1.94650423728814	1.34755755193711	1.48514851485149	1.47115756871854	3.76887274378477	2.85400658616905	2.70676691729323	0.324324324324324	1.07913669064748	6.82492581602374	2.75132275132275	2.10413694721826	2.06185567010309	0.412087912087912	0.104602510460251	2.76325616131441	1.28939828080229	1.35188087774295	0.736196319018405	1.4318010550113	0.45766590389016	0.704845814977973	0	0.249687890137328	4.12938747419133
2021/11/2	1.40210990195534	1.18095238095238	0.802568218298555	0	0.433651344319167	0.93167701863354	0.185528756957328	5.41711809317443E-02	0.629370629370629	0.31023784901758	3.29557157569516	1.02040816326531	0.926665601533791	1.0846921916529	0.815394651011089	0.35987404408457	2.58620689655172	1.40597539543058	1.171875	0.123304562268804	0.390434358223524	2.96930045294414	0.301866081229418	1.61546610169492	1.06681639528355	1.27298444130127	1.20015485869144	3.56453626972415	2.32345407976582	2.18045112781955	0.540540540540541	1.07913669064748	7.2700296735905	3.28042328042328	1.96148359486448	2.50368188512518	0.412087912087912	0	2.9126213592233	1.43266475644699	1.37147335423197	0.736196319018405	1.2810851544838	0.45766590389016	0.704845814977973	0	0	3.92291810048176
2021/11/3	1.35613908549779	1.21904761904762	0.240770465489567	0	0.477016478751084	0.82815734989648	0.278293135435993	5.41711809317443E-02	0.594405594405594	0.413650465356774	3.14109165808445	0.938775510204082	0.846780635884327	1.04877523166439	0.815394651011089	0.404858299595142	2.29885057471264	1.31810193321617	1.171875	0.246609124537608	0.488042947779405	3.37191746351283	0.411635565312843	1.54925847457627	1.34755755193711	0.777934936350778	1.31629887727449	3.39425587467363	2.25027442371021	2.03007518796992	0.540540540540541	0.899280575539568	6.37982195845697	3.38624338624339	1.96148359486448	2.4300441826215	0.412087912087912	0	2.31516056758775	1.14613180515759	1.46943573667712	0.858895705521472	1.20572720422005	0.34324942791762	0.704845814977973	0	6.24219725343321E-02	3.16586373021335
2021/11/4	1.21426363470638	1.25714285714286	0.240770465489567	0	0.477016478751084	0.93167701863354	0.278293135435993	0	0.559440559440559	0.413650465356774	2.62615859938208	0.816326530612245	0.798849656494648	0.98412470368508	0.782778864970646	0.314889788573999	1.14942528735632	0.615114235500879	1.171875	0.123304562268804	0.341630063445583	3.47257171615501	0.384193194291987	1.25794491525424	1.34755755193711	0.495049504950495	1.12272551296942	2.82665455783857	2.04903036955726	2.10526315789474	0.432432432432432	0.719424460431655	5.04451038575668	3.86243386243386	1.8188302425107	2.06185567010309	0.274725274725275	0	1.79238237490665	1.14613180515759	1.43025078369906	0.736196319018405	0.828937452901281	0.22883295194508	0.704845814977973	0	6.24219725343321E-02	3.0970406056435
2021/11/5	1.16036681541132	1.2952380952381	0.240770465489567	0	0.390286209887251	0.62111801242236	0.278293135435993	5.41711809317443E-02	0.48951048951049	0.31023784901758	1.85375901132853	0.775510204081633	0.814826649624541	0.955391135694275	0.793650793650794	0.269905533063428	2.20306513409962	0.70298769771529	1.171875	0.123304562268804	0.244021473889702	3.77453447408153	0.356750823271131	1.20497881355932	1.2914093206064	0.707213578500707	1.12272551296942	2.59961403110455	1.95755579948774	1.95488721804511	0.432432432432432	0.719424460431655	3.56083086053413	4.23280423280423	1.8188302425107	1.54639175257732	0.274725274725275	0	1.7176997759522	0.859598853868195	1.17554858934169	0.736196319018405	0.602863602110023	0.28604118993135	0	0	6.24219725343321E-02	3.7164487267722
2021/11/6	1.12232200179128	1.44761904761905	0.240770465489567	0	0.390286209887251	0.31055900621118	0.278293135435993	5.41711809317443E-02	0.384615384615385	0.46535677352637	1.75077239958805	0.666666666666667	0.766895670234862	1.02004166367359	0.880626223091977	0.269905533063428	1.62835249042146	0.263620386643234	1.04166666666667	0.123304562268804	0.195217179111762	4.12682435832914	0.329308452250274	1.11228813559322	1.17911285794497	0.424328147100424	1.12272551296942	2.63367011011466	2.01244054152945	1.57894736842105	0.324324324324324	0	3.26409495548961	4.44444444444444	1.56918687589158	1.620029455081	0.274725274725275	0	1.64301717699776	0.286532951289398	0.901253918495298	0.98159509202454	0.376789751318764	0.17162471395881	0	0	6.24219725343321E-02	3.23468685478321
2021/11/7	1.06525478136121	1.39047619047619	0.240770465489567	0	0.303555941023417	0.20703933747412	0.278293135435993	0.108342361863489	0.48951048951049	0.517063081695967	1.59629248197734	0.571428571428571	0.734941683975076	1.04877523166439	0.902370080452272	0.314889788573999	1.53256704980843	0.175746924428823	0.390625	0.123304562268804	0.244021473889702	3.97584297936588	0.356750823271131	1.04608050847458	0.954519932622122	0.424328147100424	1.04529616724739	2.61096605744125	1.81119648737651	1.2781954887218	0.324324324324324	0	2.22551928783383	4.44444444444444	1.21255349500713	1.69366715758468	0.137362637362637	0	1.7176997759522	0.143266475644699	0.705329153605016	0.98159509202454	0.226073850791258	0.11441647597254	0	0	6.24219725343321E-02	3.23468685478321
2021/11/8	1.07476598476622	1.39047619047619	0.160513643659711	0	0.303555941023417	0.20703933747412	0.278293135435993	0.108342361863489	0.524475524475524	0.517063081695967	1.59629248197734	0.612244897959184	0.750918677104969	1.0775087996552	0.902370080452272	0.314889788573999	1.53256704980843	0.175746924428823	0.130208333333333	0.123304562268804	0.244021473889702	3.82486160040262	0.356750823271131	1.07256355932203	0.898371701291409	0.495049504950495	0.929152148664344	2.65637416278806	1.82949140139041	1.2781954887218	0.324324324324324	0	1.78041543026706	4.55026455026455	1.46219686162625	2.06185567010309	0	0	1.7176997759522	0.143266475644699	0.626959247648903	0.98159509202454	0.150715900527506	0.11441647597254	0	0	6.24219725343321E-02	3.23468685478321
2021/11/9	1.05970657937496	1.31428571428571	0	0	0.216825672159584	0.41407867494824	0.185528756957328	0.108342361863489	0.48951048951049	0.723888314374354	1.3903192584964	0.666666666666667	0.798849656494648	1.1134257596437	0.945857795172864	0.35987404408457	1.4367816091954	8.78734622144113E-02	0.260416666666667	0.123304562268804	0.341630063445583	3.72420734776044	0.411635565312843	0.993114406779661	0.617630544637844	0.565770862800566	1.12272551296942	2.55420592575775	1.73801683132089	1.42857142857143	0.108108108108108	0	1.3353115727003	4.44444444444444	1.46219686162625	1.54639175257732	0.274725274725275	0	2.31516056758775	0	0.626959247648903	0.858895705521472	0.150715900527506	0.11441647597254	0	0	6.24219725343321E-02	2.82174810736407
2021/11/10	1.01452836320115	1.33333333333333	8.02568218298555E-02	0	0.216825672159584	1.0351966873706	0	0.162513542795233	0.559440559440559	0.672182006204757	0.82389289392379	0.748299319727891	0.86275762901422	1.06314201565979	0.924113937812568	0.314889788573999	1.4367816091954	0.351493848857645	0.260416666666667	0	0.292825768667643	3.1202818319074	0.301866081229418	0.88718220338983	0.336889387984279	0.495049504950495	1.23886953155246	2.20229310932001	1.84778631540432	1.72932330827068	0.108108108108108	0	1.03857566765579	4.44444444444444	1.4265335235378	1.98821796759941	0.274725274725275	0	2.24047796863331	0	0.509404388714734	0.98159509202454	7.53579502637528E-02	0.11441647597254	0	0	0	2.68410185822436
2021/11/11	1.08824018958999	1.33333333333333	8.02568218298555E-02	0	0.173460537727667	1.44927536231884	0	0.162513542795233	0.664335664335664	0.723888314374354	0.82389289392379	0.775510204081633	0.97459658092347	1.14215932763451	0.956729723853011	0.269905533063428	1.4367816091954	0.439367311072056	0.260416666666667	0	0.341630063445583	2.96930045294414	0.329308452250274	1.00635593220339	0.280741156653565	0.565770862800566	1.39372822299652	2.79259847882847	1.68313208927918	1.80451127819549	0.108108108108108	0	1.03857566765579	4.12698412698413	1.60485021398003	2.79823269513991	0.412087912087912	0	2.31516056758775	0	0.509404388714734	0.858895705521472	7.53579502637528E-02	0.17162471395881	0	0	0	2.33998623537509
2021/11/12	1.04385457369994	1.54285714285714	8.02568218298555E-02	0	0.173460537727667	1.5527950310559	0	0.108342361863489	0.839160839160839	0.723888314374354	0.875386199794027	0.761904761904762	0.910688608403898	1.16370950362761	1.06544901065449	0.35987404408457	0	0.70298769771529	0.260416666666667	0.123304562268804	0.292825768667643	2.26472068444892	0.356750823271131	1.01959745762712	0.224592925322852	0.353606789250354	1.50987224157956	2.64502213645136	1.46359312111233	1.57894736842105	0.216216216216216	0.179856115107914	0.741839762611276	3.54497354497355	1.56918687589158	2.57731958762887	0.412087912087912	0.104602510460251	1.94174757281553	0.143266475644699	0.587774294670846	0.736196319018405	0	0.05720823798627	0	0	0	1.51410874053682
